id;parentId;parentUrl;expandInMenu;visible;priority;access;title;linkText;url;topDescription;bottomDescription;metaTitle;metaDescription;
"40293";"40290";"stavebnice";"0";"1";"";"1";"Ostatné stavebnice";"Ostatné stavebnice";"ostatne-stavebnice";"";"";"Ostatné stavebnice | PremiumStore.sk";"Ostatné stavebnice: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"41184";"40305";"meteostanice";"0";"1";"";"1";"Stanice s připojením k počítači";"Stanice s připojením k počítači";"stanice-s-pripojenim-k-pocitaci";"";"";"Stanice s připojením k počítači | PremiumStore.sk";"Stanice s připojením k počítači na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"42024";"40305";"meteostanice";"0";"1";"";"1";"Bezdrátová čidlá";"Bezdrátová čidlá";"bezdratova-cidla";"";"";"Bezdrátová čidlá | PremiumStore.sk";"Bezdrátová čidlá: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"42321";"40305";"meteostanice";"0";"1";"";"1";"Meteorologické stanice";"Meteorologické stanice";"meteorologicke-stanice";"";"";"Meteorologické stanice | PremiumStore.sk";"Meteorologické stanice: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"43176";"40305";"meteostanice";"0";"1";"";"1";"Teplomery digitálne";"Teplomery digitálne";"teplomery-digitalne";"";"";"Teplomery digitálne | PremiumStore.sk";"Teplomery digitálne v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"45228";"40305";"meteostanice";"0";"1";"";"1";"Dataloggery";"Dataloggery";"dataloggery";"";"";"Dataloggery | PremiumStore.sk";"Dataloggery: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"45636";"40305";"meteostanice";"0";"1";"";"1";"Náhradné diely";"Náhradné diely";"nahradne-diely-2";"";"";"Meteostanice – Náhradné diely | PremiumStore.sk";"Meteostanice – Náhradné diely: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"40338";"40335";"prislusenstvo-pre-pily";"0";"1";"";"1";"03 Pílové listy a pásy";"03 Pílové listy a pásy";"03-pilove-listy-a-pasy";"";"";"03 Pílové listy a pásy | PremiumStore.sk";"03 Pílové listy a pásy – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"40356";"40353";"prislusenstvo-k-notebookom";"0";"1";"";"1";"Ostatné príslušenstvo k notebookom";"Ostatné príslušenstvo k notebookom";"ostatne-prislusenstvo-k-notebookom";"";"";"Ostatné príslušenstvo k notebookom | PremiumStore.sk";"Ostatné príslušenstvo k notebookom v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"40449";"40353";"prislusenstvo-k-notebookom";"0";"1";"";"1";"Tašky k notebookom";"Tašky k notebookom";"tasky-k-notebookom";"";"";"Tašky k notebookom | PremiumStore.sk";"Tašky k notebookom v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"40365";"40362";"herne-ovladace";"0";"1";"";"1";"Volanty";"Volanty";"volanty";"";"";"Volanty | PremiumStore.sk";"Volanty na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"40689";"40362";"herne-ovladace";"0";"1";"";"1";"Gamepady";"Gamepady";"gamepady";"";"";"Gamepady | PremiumStore.sk";"Gamepady – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"40374";"40371";"parfumy-a-kozmetika";"0";"1";"";"1";"Pánske parfumy";"Pánske parfumy";"panske-parfumy";"";"";"Pánske parfumy | PremiumStore.sk";"Pánske parfumy – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"40884";"40371";"parfumy-a-kozmetika";"0";"1";"";"1";"Vlasová kozmetika";"Vlasová kozmetika";"vlasova-kozmetika";"";"";"Vlasová kozmetika | PremiumStore.sk";"Vlasová kozmetika skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"40377";"40374";"panske-parfumy";"0";"1";"";"1";"Pánske balzámy po holenie";"Pánske balzámy po holenie";"panske-balzamy-po-holenie";"";"";"Pánske balzámy po holenie | PremiumStore.sk";"Pánske balzámy po holenie – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"40410";"40407";"svietidla";"0";"1";"";"1";"Vnútorné osvetlenie";"Vnútorné osvetlenie";"vnutorne-osvetlenie";"";"";"Vnútorné osvetlenie | PremiumStore.sk";"Vnútorné osvetlenie v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"41733";"40407";"svietidla";"0";"1";"";"1";"Nabíjacie";"Nabíjacie";"nabijacie";"";"";"Nabíjacie | PremiumStore.sk";"Nabíjacie: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"42015";"40407";"svietidla";"0";"1";"";"1";"Čelovky";"Čelovky";"celovky";"";"";"Svietidlá – Čelovky | PremiumStore.sk";"Svietidlá – Čelovky v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"43116";"40407";"svietidla";"0";"1";"";"1";"Ručné";"Ručné";"rucne";"";"";"Ručné | PremiumStore.sk";"Ručné v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"43185";"40407";"svietidla";"0";"1";"";"1";"Kempingové";"Kempingové";"kempingove";"";"";"Kempingové | PremiumStore.sk";"Kempingové skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"47628";"40407";"svietidla";"0";"1";"";"1";"Lampáše";"Lampáše";"lampase";"";"";"Lampáše | PremiumStore.sk";"Lampáše skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"47766";"40407";"svietidla";"0";"1";"";"1";"Nenabíjacie";"Nenabíjacie";"nenabijacie";"";"";"Nenabíjacie | PremiumStore.sk";"Nenabíjacie na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"47823";"40407";"svietidla";"0";"1";"";"1";"Čelové";"Čelové";"celove";"";"";"Čelové | PremiumStore.sk";"Čelové – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"47889";"40407";"svietidla";"0";"1";"";"1";"Montážne a nabíjacie svetla";"Montážne a nabíjacie svetla";"montazne-a-nabijacie-svetla";"";"";"Montážne a nabíjacie svetla | PremiumStore.sk";"Montážne a nabíjacie svetla – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"40413";"40410";"vnutorne-osvetlenie";"0";"1";"";"1";"Stropné a nástenná svietidlá";"Stropné a nástenná svietidlá";"stropne-a-nastenna-svietidla";"";"";"Stropné a nástenná svietidlá | PremiumStore.sk";"Stropné a nástenná svietidlá skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"40560";"40410";"vnutorne-osvetlenie";"0";"1";"";"1";"SMART osvetlenie";"SMART osvetlenie";"smart-osvetlenie";"";"";"SMART osvetlenie | PremiumStore.sk";"SMART osvetlenie: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"40566";"40410";"vnutorne-osvetlenie";"0";"1";"";"1";"Dekoratívne osvetlenie";"Dekoratívne osvetlenie";"dekorativne-osvetlenie";"";"";"Vnútorné osvetlenie – Dekoratívne osvetlenie | PremiumStore.sk";"Vnútorné osvetlenie – Dekoratívne osvetlenie – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"40665";"40410";"vnutorne-osvetlenie";"0";"1";"";"1";"Ostatné svietidlá";"Ostatné svietidlá";"ostatne-svietidla";"";"";"Ostatné svietidlá | PremiumStore.sk";"Ostatné svietidlá v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"40668";"40410";"vnutorne-osvetlenie";"0";"1";"";"1";"Stojace a stolové lampy";"Stojace a stolové lampy";"stojace-a-stolove-lampy";"";"";"Stojace a stolové lampy | PremiumStore.sk";"Stojace a stolové lampy na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"40464";"40461";"masazne-pristroje";"0";"1";"";"1";"Masážne prístroje na celé telo";"Masážne prístroje na celé telo";"masazne-pristroje-na-cele-telo";"";"";"Masážne prístroje na celé telo | PremiumStore.sk";"Masážne prístroje na celé telo v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"40638";"40461";"masazne-pristroje";"0";"1";"";"1";"Masážne podložky";"Masážne podložky";"masazne-podlozky";"";"";"Masážne podložky | PremiumStore.sk";"Masážne podložky skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"40839";"40461";"masazne-pristroje";"0";"1";"";"1";"Masážne prístroje na chrbát a šiji";"Masážne prístroje na chrbát a šiji";"masazne-pristroje-na-chrbat-a-siji";"";"";"Masážne prístroje na chrbát a šiji | PremiumStore.sk";"Masážne prístroje na chrbát a šiji na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"40476";"40473";"monitory";"0";"1";"";"1";"LCD monitory";"LCD monitory";"lcd-monitory";"";"";"LCD monitory | PremiumStore.sk";"LCD monitory: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"40767";"40473";"monitory";"0";"1";"";"1";"Plátna a projektory";"Plátna a projektory";"platna-a-projektory";"";"";"Plátna a projektory | PremiumStore.sk";"Plátna a projektory: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"40482";"40479";"starostlivost-o-dieta";"0";"1";"";"1";"Ostatné detské tovar";"Ostatné detské tovar";"ostatne-detske-tovar";"";"";"Ostatné detské tovar | PremiumStore.sk";"Ostatné detské tovar v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"40605";"40479";"starostlivost-o-dieta";"0";"1";"";"1";"Detské opatrovateľky (chůvičky)";"Detské opatrovateľky (chůvičky)";"detske-opatrovatelky--chuvicky";"";"";"Starostlivosť o dieťa – Detské opatrovateľky (chůvičky)";"Starostlivosť o dieťa – Detské opatrovateľky (chůvičky) v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"40488";"40485";"stavebne-material--chemia-a-technika";"0";"1";"";"1";"Elektroinštalačný materiál";"Elektroinštalačný materiál";"elektroinstalacny-material-2";"";"";"Stavebné materiál, chémia a technika – Elektroinštalačný materiál";"Stavebné materiál, chémia a technika – Elektroinštalačný materiál na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"40491";"40488";"elektroinstalacny-material-2";"0";"1";"";"1";"Predlžovacie káble";"Predlžovacie káble";"predlzovacie-kable";"";"";"Elektroinštalačný materiál – Predlžovacie káble | PremiumStore.sk";"Elektroinštalačný materiál – Predlžovacie káble – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"40536";"40488";"elektroinstalacny-material-2";"0";"1";"";"1";"Ističe, inštalačné krabice, rozvádzače";"Ističe, inštalačné krabice, rozvádzače";"istice--instalacne-krabice--rozvadzace";"";"";"Ističe, inštalačné krabice, rozvádzače | PremiumStore.sk";"Ističe, inštalačné krabice, rozvádzače – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"40878";"40488";"elektroinstalacny-material-2";"0";"1";"";"1";"Svorkovnice a Wago svorky";"Svorkovnice a Wago svorky";"svorkovnice-a-wago-svorky";"";"";"Svorkovnice a Wago svorky | PremiumStore.sk";"Svorkovnice a Wago svorky: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"40509";"40506";"televizory";"0";"1";"";"1";"LED televízory";"LED televízory";"led-televizory";"";"";"LED televízory | PremiumStore.sk";"LED televízory na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"40608";"40506";"televizory";"0";"1";"";"1";"QLED, NeoQLED televízory";"QLED, NeoQLED televízory";"qled--neoqled-televizory";"";"";"QLED, NeoQLED televízory | PremiumStore.sk";"QLED, NeoQLED televízory – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"40761";"40506";"televizory";"0";"1";"";"1";"OLED televízory";"OLED televízory";"oled-televizory";"";"";"OLED televízory | PremiumStore.sk";"OLED televízory na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"40764";"40506";"televizory";"0";"1";"";"1";"UHD(4K) televízory";"UHD(4K) televízory";"uhd-4k--televizory";"";"";"UHD(4K) televízory | PremiumStore.sk";"UHD(4K) televízory – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"41364";"40506";"televizory";"0";"1";"";"1";"Soundbary k TV";"Soundbary k TV";"soundbary-k-tv";"";"";"Soundbary k TV | PremiumStore.sk";"Soundbary k TV v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"44241";"40506";"televizory";"0";"1";"";"1";"nad 48"" (120 - 165 cm)";"nad 48"" (120 - 165 cm)";"nad-48-120-165-cm-";"";"";"nad 48"" (120 - 165 cm) | PremiumStore.sk";"nad 48"" (120 - 165 cm) na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"44244";"40506";"televizory";"0";"1";"";"1";"Televízory Ultra HD (4K)";"Televízory Ultra HD (4K)";"televizory-ultra-hd--4k";"";"";"Televízory Ultra HD (4K) | PremiumStore.sk";"Televízory Ultra HD (4K) v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"44394";"40506";"televizory";"0";"1";"";"1";"32"" (80 - 82 cm)";"32"" (80 - 82 cm)";"32-80-82-cm-";"";"";"32"" (80 - 82 cm) | PremiumStore.sk";"32"" (80 - 82 cm) – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"44397";"40506";"televizory";"0";"1";"";"1";"Televízory na 12V";"Televízory na 12V";"televizory-na-12v";"";"";"Televízory – Televízory na 12V | PremiumStore.sk";"Televízory – Televízory na 12V na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"44403";"40506";"televizory";"0";"1";"";"1";"LED projektory";"LED projektory";"led-projektory";"";"";"LED projektory | PremiumStore.sk";"LED projektory v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"44460";"40506";"televizory";"0";"1";"";"1";"43"" (108 - 109 cm)";"43"" (108 - 109 cm)";"43-108-109-cm-";"";"";"43"" (108 - 109 cm) | PremiumStore.sk";"43"" (108 - 109 cm) na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"44547";"40506";"televizory";"0";"1";"";"1";"do 30"" (76 cm)";"do 30"" (76 cm)";"do-30-76-cm";"";"";"do 30"" (76 cm) | PremiumStore.sk";"do 30"" (76 cm) v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"44658";"40506";"televizory";"0";"1";"";"1";"Príslušenstvo pre televízory";"Príslušenstvo pre televízory";"prislusenstvo-pre-televizory";"";"";"Príslušenstvo pre televízory | PremiumStore.sk";"Príslušenstvo pre televízory: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"46605";"40506";"televizory";"0";"1";"";"1";"Televízory";"Televízory";"televizory-3";"";"";"Televízory – Televízory | PremiumStore.sk";"Televízory – Televízory na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"40521";"40518";"prislusenstvo-vrtacky--skrutkovace--utahovaky";"0";"1";"";"1";"005 Vykružovače a vŕtacie korunky";"005 Vykružovače a vŕtacie korunky";"005-vykruzovace-a-vrtacie-korunky";"";"";"005 Vykružovače a vŕtacie korunky | PremiumStore.sk";"005 Vykružovače a vŕtacie korunky na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"40542";"40539";"kable-pre-it";"0";"1";"";"1";"Napájacie káble";"Napájacie káble";"napajacie-kable";"";"";"Káble pre IT – Napájacie káble | PremiumStore.sk";"Káble pre IT – Napájacie káble na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"40848";"40539";"kable-pre-it";"0";"1";"";"1";"USB káble";"USB káble";"usb-kable";"";"";"Káble pre IT – USB káble | PremiumStore.sk";"Káble pre IT – USB káble v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"40575";"40572";"nositelna-elektronika";"0";"1";"";"1";"Smart hodinky";"Smart hodinky";"smart-hodinky";"";"";"Nositeľná elektronika – Smart hodinky | PremiumStore.sk";"Nositeľná elektronika – Smart hodinky v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"40593";"40572";"nositelna-elektronika";"0";"1";"";"1";"Lokátory";"Lokátory";"lokatory";"";"";"Lokátory | PremiumStore.sk";"Lokátory – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"40659";"40572";"nositelna-elektronika";"0";"1";"";"1";"Smart prstene";"Smart prstene";"smart-prstene";"";"";"Nositeľná elektronika – Smart prstene | PremiumStore.sk";"Nositeľná elektronika – Smart prstene na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"40590";"40587";"hracky-pre-kluky";"0";"1";"";"1";"Detské zbrane";"Detské zbrane";"detske-zbrane";"";"";"Detské zbrane | PremiumStore.sk";"Detské zbrane v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"40614";"40611";"aku-naradie";"0";"1";"";"1";"AKU Svetlá a svietidlá";"AKU Svetlá a svietidlá";"aku-svetla-a-svietidla";"";"";"AKU Svetlá a svietidlá | PremiumStore.sk";"AKU Svetlá a svietidlá: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"46737";"40626";"tablety";"0";"1";"";"1";"Grafické tablety";"Grafické tablety";"graficke-tablety-2";"";"";"Tablety – Grafické tablety | PremiumStore.sk";"Tablety – Grafické tablety v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"46761";"40626";"tablety";"0";"1";"";"1";"Tablety";"Tablety";"tablety-3";"";"";"Tablety – Tablety | PremiumStore.sk";"Tablety – Tablety v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"45882";"40641";"mikrofony";"0";"1";"";"1";"Klopové mikrofóny";"Klopové mikrofóny";"klopove-mikrofony";"";"";"Klopové mikrofóny | PremiumStore.sk";"Klopové mikrofóny – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"46269";"40641";"mikrofony";"0";"1";"";"1";"Štúdiové mikrofóny";"Štúdiové mikrofóny";"studiove-mikrofony";"";"";"Štúdiové mikrofóny | PremiumStore.sk";"Štúdiové mikrofóny: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"46344";"40641";"mikrofony";"0";"1";"";"1";"Ostatné";"Ostatné";"ostatne-20";"";"";"Mikrofóny – Ostatné | PremiumStore.sk";"Mikrofóny – Ostatné skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"46719";"40641";"mikrofony";"0";"1";"";"1";"Hry";"Hry";"hry";"";"";"Hry | PremiumStore.sk";"Hry skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"40647";"40644";"vstavane-chladenie";"0";"1";"";"1";"Vstavané kombinované chladničky";"Vstavané kombinované chladničky";"vstavane-kombinovane-chladnicky";"";"";"Vstavané kombinované chladničky | PremiumStore.sk";"Vstavané kombinované chladničky: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"48129";"40644";"vstavane-chladenie";"0";"1";"";"1";"Vstavané chladničky s mraziace priehradkou";"Vstavané chladničky s mraziace priehradkou";"vstavane-chladnicky-s-mraziace-priehradkou";"";"";"";"";
"48141";"40644";"vstavane-chladenie";"0";"1";"";"1";"Vstavané monoklimatické chladničky";"Vstavané monoklimatické chladničky";"vstavane-monoklimaticke-chladnicky";"";"";"";"";
"40674";"40671";"fotovoltaika-a-energie";"0";"1";"";"1";"Nabíjačky";"Nabíjačky";"nabijacky";"";"";"Fotovoltaika a energie – Nabíjačky | PremiumStore.sk";"Fotovoltaika a energie – Nabíjačky – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"40956";"40671";"fotovoltaika-a-energie";"0";"1";"";"1";"Fotovoltaika";"Fotovoltaika";"fotovoltaika";"";"";"Fotovoltaika | PremiumStore.sk";"Fotovoltaika – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"40992";"40671";"fotovoltaika-a-energie";"0";"1";"";"1";"Záložné zdroje a UPS";"Záložné zdroje a UPS";"zalozne-zdroje-a-ups";"";"";"Záložné zdroje a UPS | PremiumStore.sk";"Záložné zdroje a UPS – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"41070";"40671";"fotovoltaika-a-energie";"0";"1";"";"1";"Akumulátory a batérie";"Akumulátory a batérie";"akumulatory-a-baterie";"";"";"Akumulátory a batérie | PremiumStore.sk";"Akumulátory a batérie v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"42924";"40671";"fotovoltaika-a-energie";"0";"1";"";"1";"Napájacie zdroje";"Napájacie zdroje";"napajacie-zdroje-2";"";"";"Fotovoltaika a energie – Napájacie zdroje | PremiumStore.sk";"Fotovoltaika a energie – Napájacie zdroje – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"43365";"40671";"fotovoltaika-a-energie";"0";"1";"";"1";"Meniče napätia";"Meniče napätia";"menice-napatia";"";"";"Meniče napätia | PremiumStore.sk";"Meniče napätia – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"46191";"40671";"fotovoltaika-a-energie";"0";"1";"";"1";"Powerbanky";"Powerbanky";"powerbanky-3";"";"";"Fotovoltaika a energie – Powerbanky | PremiumStore.sk";"Fotovoltaika a energie – Powerbanky: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"46434";"40671";"fotovoltaika-a-energie";"0";"1";"";"1";"Elektrické stanice";"Elektrické stanice";"elektricke-stanice";"";"";"Fotovoltaika a energie – Elektrické stanice | PremiumStore.sk";"Fotovoltaika a energie – Elektrické stanice – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"46611";"40671";"fotovoltaika-a-energie";"0";"1";"";"1";"Fotovoltaické panely";"Fotovoltaické panely";"fotovoltaicke-panely";"";"";"Fotovoltaika a energie – Fotovoltaické panely | PremiumStore.sk";"Fotovoltaika a energie – Fotovoltaické panely v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"40677";"40674";"nabijacky";"0";"1";"";"1";"Powerbanky";"Powerbanky";"powerbanky";"";"";"Nabíjačky – Powerbanky | PremiumStore.sk";"Nabíjačky – Powerbanky – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"42210";"40674";"nabijacky";"0";"1";"";"1";"Nabíjačky pre olovené akumulátory";"Nabíjačky pre olovené akumulátory";"nabijacky-pre-olovene-akumulatory";"";"";"Nabíjačky pre olovené akumulátory | PremiumStore.sk";"Nabíjačky pre olovené akumulátory – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"42369";"40674";"nabijacky";"0";"1";"";"1";"Stanice pre elektrokola";"Stanice pre elektrokola";"stanice-pre-elektrokola";"";"";"Stanice pre elektrokola | PremiumStore.sk";"Stanice pre elektrokola – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"43470";"40674";"nabijacky";"0";"1";"";"1";"Nabíjačky NiCd, NiMh, NiZn";"Nabíjačky NiCd, NiMh, NiZn";"nabijacky-nicd--nimh--nizn";"";"";"Nabíjačky NiCd, NiMh, NiZn | PremiumStore.sk";"Nabíjačky NiCd, NiMh, NiZn – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"43518";"40674";"nabijacky";"0";"1";"";"1";"Nabíjačky autobaterií";"Nabíjačky autobaterií";"nabijacky-autobaterii";"";"";"Nabíjačky autobaterií | PremiumStore.sk";"Nabíjačky autobaterií v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"43521";"40674";"nabijacky";"0";"1";"";"1";"Nabíjačky LiFePO4";"Nabíjačky LiFePO4";"nabijacky-lifepo4";"";"";"Nabíjačky LiFePO4 | PremiumStore.sk";"Nabíjačky LiFePO4: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"43692";"40674";"nabijacky";"0";"1";"";"1";"Ochrana batérií";"Ochrana batérií";"ochrana-baterii";"";"";"Ochrana batérií | PremiumStore.sk";"Ochrana batérií: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"44514";"40674";"nabijacky";"0";"1";"";"1";"Solárne nabíjačky";"Solárne nabíjačky";"solarne-nabijacky";"";"";"Nabíjačky – Solárne nabíjačky | PremiumStore.sk";"Nabíjačky – Solárne nabíjačky – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"44541";"40674";"nabijacky";"0";"1";"";"1";"Nabíjačky DC-DC";"Nabíjačky DC-DC";"nabijacky-dc-dc";"";"";"Nabíjačky DC-DC | PremiumStore.sk";"Nabíjačky DC-DC – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"40695";"40692";"domove-alarmy-a-zvonceky";"0";"1";"";"1";"Bezpečnostní kamery";"Bezpečnostní kamery";"bezpecnostni-kamery";"";"";"Bezpečnostní kamery | PremiumStore.sk";"Bezpečnostní kamery na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"40716";"40713";"elektrovozidla";"0";"1";"";"1";"Elektrokolobežky";"Elektrokolobežky";"elektrokolobezky";"";"";"Elektrokolobežky | PremiumStore.sk";"Elektrokolobežky na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"40752";"40749";"chovatelske-potreby";"0";"1";"";"1";"Pre psov";"Pre psov";"pre-psov";"";"";"Pre psov | PremiumStore.sk";"Pre psov skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"41649";"40749";"chovatelske-potreby";"0";"1";"";"1";"Pre mačky";"Pre mačky";"pre-macky";"";"";"Pre mačky | PremiumStore.sk";"Pre mačky – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"45888";"40749";"chovatelske-potreby";"0";"1";"";"1";"Ostatné príslušenstvo";"Ostatné príslušenstvo";"ostatne-prislusenstvo";"";"";"Ostatné príslušenstvo | PremiumStore.sk";"Ostatné príslušenstvo skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"45900";"40749";"chovatelske-potreby";"0";"1";"";"1";"Pohlcovače zápachu";"Pohlcovače zápachu";"pohlcovace-zapachu";"";"";"Pohlcovače zápachu | PremiumStore.sk";"Pohlcovače zápachu: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
