id;parentId;parentUrl;expandInMenu;visible;priority;access;title;linkText;url;topDescription;bottomDescription;metaTitle;metaDescription;
"46053";"39762";"naradie-a-dielna";"0";"0";"";"1";"Stavebné náradie";"Stavebné náradie";"stavebne-naradie";"";"";"Stavebné náradie | PremiumStore.sk";"Stavebné náradie – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"46212";"39762";"naradie-a-dielna";"0";"0";"";"1";"Výtlačné a kartušové pištole";"Výtlačné a kartušové pištole";"vytlacne-a-kartusove-pistole";"";"";"Výtlačné a kartušové pištole | PremiumStore.sk";"Výtlačné a kartušové pištole – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"46251";"39762";"naradie-a-dielna";"0";"1";"";"1";"Rezacie nástroje";"Rezacie nástroje";"rezacie-nastroje";"";"";"Rezacie nástroje | PremiumStore.sk";"Rezacie nástroje na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"46653";"39762";"naradie-a-dielna";"0";"1";"";"1";"Spájkovačky";"Spájkovačky";"spajkovacky";"";"";"Spájkovačky | PremiumStore.sk";"Spájkovačky v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"46671";"39762";"naradie-a-dielna";"0";"1";"";"1";"Skrutkovače";"Skrutkovače";"skrutkovace";"";"";"Skrutkovače | PremiumStore.sk";"Skrutkovače na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"46674";"39762";"naradie-a-dielna";"0";"1";"";"1";"Vrtáky a skrutkovače";"Vrtáky a skrutkovače";"vrtaky-a-skrutkovace";"";"";"Vrtáky a skrutkovače | PremiumStore.sk";"Vrtáky a skrutkovače v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"46779";"39762";"naradie-a-dielna";"0";"1";"";"1";"Brúsky";"Brúsky";"brusky-3";"";"";"Náradie a dielňa – Brúsky | PremiumStore.sk";"Náradie a dielňa – Brúsky skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"46812";"39762";"naradie-a-dielna";"0";"1";"";"1";"Tašky a boxy na náradie";"Tašky a boxy na náradie";"tasky-a-boxy-na-naradie";"";"";"Tašky a boxy na náradie | PremiumStore.sk";"Tašky a boxy na náradie skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"47799";"39762";"naradie-a-dielna";"0";"1";"";"1";"Ručné AKU náradie";"Ručné AKU náradie";"rucne-aku-naradie";"";"";"Ručné AKU náradie | PremiumStore.sk";"Ručné AKU náradie – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"47850";"39762";"naradie-a-dielna";"0";"1";"";"1";"Meracia technika";"Meracia technika";"meracia-technika";"";"";"Meracia technika | PremiumStore.sk";"Meracia technika – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"47925";"39762";"naradie-a-dielna";"0";"1";"";"1";"Spájkovacia technika";"Spájkovacia technika";"spajkovacia-technika";"";"";"Spájkovacia technika | PremiumStore.sk";"Spájkovacia technika – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"48069";"39762";"naradie-a-dielna";"0";"1";"";"1";"Wykrywacze metalu";"Wykrywacze metalu";"wykrywacze-metalu";"";"";"";"";
"48072";"39762";"naradie-a-dielna";"0";"1";"";"1";"Zváranie";"Zváranie";"zvaranie";"";"";"";"";
"48387";"39762";"naradie-a-dielna";"0";"1";"";"1";"Meracie prístroje";"Meracie prístroje";"meracie-pristroje-3";"";"";"";"";
"48417";"39762";"naradie-a-dielna";"0";"1";"";"1";"Ostatné náradie a vybavenie dielne";"Ostatné náradie a vybavenie dielne";"ostatne-naradie-a-vybavenie-dielne";"";"";"";"";
"39768";"39765";"naradie";"0";"1";"";"1";"Elektrické náradie";"Elektrické náradie";"elektricke-naradie";"";"";"Elektrické náradie | PremiumStore.sk";"Elektrické náradie – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"40110";"39765";"naradie";"0";"1";"";"1";"Príslušenstvo pre stroje a náradie";"Príslušenstvo pre stroje a náradie";"prislusenstvo-pre-stroje-a-naradie";"";"";"Príslušenstvo pre stroje a náradie | PremiumStore.sk";"Príslušenstvo pre stroje a náradie – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"40170";"39765";"naradie";"0";"1";"";"1";"Ručné náradie";"Ručné náradie";"rucne-naradie";"";"";"Ručné náradie | PremiumStore.sk";"Ručné náradie – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"40182";"39765";"naradie";"0";"1";"";"1";"Pneumatické a hydraulické náradie";"Pneumatické a hydraulické náradie";"pneumaticke-a-hydraulicke-naradie";"";"";"Pneumatické a hydraulické náradie | PremiumStore.sk";"Pneumatické a hydraulické náradie – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"40485";"39765";"naradie";"0";"1";"";"1";"Stavebné materiál, chémia a technika";"Stavebné materiál, chémia a technika";"stavebne-material--chemia-a-technika";"";"";"Stavebné materiál, chémia a technika | PremiumStore.sk";"Stavebné materiál, chémia a technika: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"40611";"39765";"naradie";"0";"1";"";"1";"Aku náradie";"Aku náradie";"aku-naradie";"";"";"Aku náradie | PremiumStore.sk";"Aku náradie v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"40623";"39765";"naradie";"0";"1";"";"1";"Svietidlá";"Svietidlá";"svietidla-2";"";"";"Náradie – Svietidlá | PremiumStore.sk";"Náradie – Svietidlá v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"40857";"39765";"naradie";"0";"1";"";"1";"Upratovanie, čistenie a umývanie";"Upratovanie, čistenie a umývanie";"upratovanie--cistenie-a-umyvanie";"";"";"Upratovanie, čistenie a umývanie | PremiumStore.sk";"Upratovanie, čistenie a umývanie: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"39771";"39768";"elektricke-naradie";"0";"1";"";"1";"Tavné a horúcovzdušné pištole";"Tavné a horúcovzdušné pištole";"tavne-a-horucovzdusne-pistole";"";"";"Elektrické náradie – Tavné a horúcovzdušné pištole | PremiumStore.sk";"Elektrické náradie – Tavné a horúcovzdušné pištole: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"40263";"39768";"elektricke-naradie";"0";"1";"";"1";"Brúsky";"Brúsky";"brusky";"";"";"Elektrické náradie – Brúsky | PremiumStore.sk";"Elektrické náradie – Brúsky – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"40512";"39768";"elektricke-naradie";"0";"1";"";"1";"Spájky";"Spájky";"spajky";"";"";"Spájky | PremiumStore.sk";"Spájky – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"40569";"39768";"elektricke-naradie";"0";"1";"";"1";"Bourací a vŕtacie kladivá";"Bourací a vŕtacie kladivá";"bouraci-a-vrtacie-kladiva";"";"";"Bourací a vŕtacie kladivá | PremiumStore.sk";"Bourací a vŕtacie kladivá – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"40818";"39768";"elektricke-naradie";"0";"1";"";"1";"Autonabíjačky a štartovacie zdroje";"Autonabíjačky a štartovacie zdroje";"autonabijacky-a-startovacie-zdroje";"";"";"Autonabíjačky a štartovacie zdroje | PremiumStore.sk";"Autonabíjačky a štartovacie zdroje – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"40833";"39768";"elektricke-naradie";"0";"1";"";"1";"Frézy a frézky";"Frézy a frézky";"frezy-a-frezky";"";"";"Frézy a frézky | PremiumStore.sk";"Frézy a frézky na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"40899";"39768";"elektricke-naradie";"0";"0";"";"1";"Vŕtačky";"Vŕtačky";"vrtacky";"";"";"Vŕtačky | PremiumStore.sk";"Vŕtačky – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"39777";"39774";"pracky";"0";"1";"";"1";"Príslušenstvo k práčkam a sušičkám";"Príslušenstvo k práčkam a sušičkám";"prislusenstvo-k-prackam-a-susickam";"";"";"Príslušenstvo k práčkam a sušičkám | PremiumStore.sk";"Príslušenstvo k práčkam a sušičkám – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"40239";"39774";"pracky";"0";"1";"";"1";"Práčky zepředu plnené";"Práčky zepředu plnené";"pracky-zepredu-plnene";"";"";"Práčky zepředu plnené | PremiumStore.sk";"Práčky zepředu plnené v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"40395";"39774";"pracky";"0";"1";"";"1";"Práčky s vrchným plnením";"Práčky s vrchným plnením";"pracky-s-vrchnym-plnenim";"";"";"Práčky s vrchným plnením | PremiumStore.sk";"Práčky s vrchným plnením: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"39792";"39789";"zahrada";"0";"1";"";"1";"Záhradné potreby";"Záhradné potreby";"zahradne-potreby";"";"";"Záhradné potreby | PremiumStore.sk";"Záhradné potreby – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"40962";"39789";"zahrada";"0";"1";"";"1";"Brány a zvončeky";"Brány a zvončeky";"brany-a-zvonceky";"";"";"Brány a zvončeky | PremiumStore.sk";"Brány a zvončeky: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"40968";"39789";"zahrada";"0";"1";"";"1";"Záhradné náradie";"Záhradné náradie";"zahradne-naradie-2";"";"";"Záhrada – Záhradné náradie | PremiumStore.sk";"Záhrada – Záhradné náradie – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"41094";"39789";"zahrada";"0";"1";"";"1";"Záhradné doplnky";"Záhradné doplnky";"zahradne-doplnky";"";"";"Záhradné doplnky | PremiumStore.sk";"Záhradné doplnky: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"41622";"39789";"zahrada";"0";"1";"";"1";"Záhradné stroje";"Záhradné stroje";"zahradne-stroje";"";"";"Záhradné stroje | PremiumStore.sk";"Záhradné stroje skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"42126";"39789";"zahrada";"0";"1";"";"1";"Odpudzovače a lapače hmyzu";"Odpudzovače a lapače hmyzu";"odpudzovace-a-lapace-hmyzu";"";"";"Záhrada – Odpudzovače a lapače hmyzu | PremiumStore.sk";"Záhrada – Odpudzovače a lapače hmyzu na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"42531";"39789";"zahrada";"0";"1";"";"1";"Sanitárna technika";"Sanitárna technika";"sanitarna-technika";"";"";"Sanitárna technika | PremiumStore.sk";"Sanitárna technika – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"46587";"39789";"zahrada";"0";"0";"";"1";"Zavlažovacie systémy";"Zavlažovacie systémy";"zavlazovacie-systemy";"";"";"Zavlažovacie systémy | PremiumStore.sk";"Zavlažovacie systémy – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"46617";"39789";"zahrada";"0";"1";"";"1";"Zariadenia na čistenie bazénov";"Zariadenia na čistenie bazénov";"zariadenia-na-cistenie-bazenov";"";"";"Zariadenia na čistenie bazénov | PremiumStore.sk";"Zariadenia na čistenie bazénov skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"48423";"39789";"zahrada";"0";"1";"";"1";"Záhradné zavlažovacie systémy";"Záhradné zavlažovacie systémy";"zahradne-zavlazovacie-systemy";"";"";"";"";
"39795";"39792";"zahradne-potreby";"0";"1";"";"1";"Zavlažovanie";"Zavlažovanie";"zavlazovanie";"";"";"Záhradné potreby – Zavlažovanie | PremiumStore.sk";"Záhradné potreby – Zavlažovanie – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"40254";"39792";"zahradne-potreby";"0";"1";"";"1";"Záhradné náradie";"Záhradné náradie";"zahradne-naradie";"";"";"Záhradné potreby – Záhradné náradie | PremiumStore.sk";"Záhradné potreby – Záhradné náradie: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"40401";"39792";"zahradne-potreby";"0";"0";"";"1";"Lapače, odpudzovače hmyzu a škodcov";"Lapače, odpudzovače hmyzu a škodcov";"lapace--odpudzovace-hmyzu-a-skodcov";"";"";"Lapače, odpudzovače hmyzu a škodcov | PremiumStore.sk";"Lapače, odpudzovače hmyzu a škodcov v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"39798";"39795";"zavlazovanie";"0";"1";"";"1";"Čerpadlá";"Čerpadlá";"cerpadla";"";"";"Zavlažovanie – Čerpadlá | PremiumStore.sk";"Zavlažovanie – Čerpadlá skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"39804";"39801";"sporaky-a-rury";"0";"1";"";"1";"Príslušenstvo ku sporákom a rúram";"Príslušenstvo ku sporákom a rúram";"prislusenstvo-ku-sporakom-a-ruram";"";"";"Príslušenstvo ku sporákom a rúram | PremiumStore.sk";"Príslušenstvo ku sporákom a rúram – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"39900";"39801";"sporaky-a-rury";"0";"1";"";"1";"Elektrické sporáky";"Elektrické sporáky";"elektricke-sporaky";"";"";"Elektrické sporáky | PremiumStore.sk";"Elektrické sporáky skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"40092";"39801";"sporaky-a-rury";"0";"1";"";"1";"Stolové rúry";"Stolové rúry";"stolove-rury";"";"";"Stolové rúry | PremiumStore.sk";"Stolové rúry – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"40434";"39801";"sporaky-a-rury";"0";"1";"";"1";"Kombinované sporáky";"Kombinované sporáky";"kombinovane-sporaky";"";"";"Kombinované sporáky | PremiumStore.sk";"Kombinované sporáky – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"39822";"39819";"kuchynske-potreby";"0";"1";"";"1";"Ostatné kuchynské potreby";"Ostatné kuchynské potreby";"ostatne-kuchynske-potreby";"";"";"Ostatné kuchynské potreby | PremiumStore.sk";"Ostatné kuchynské potreby: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"39891";"39819";"kuchynske-potreby";"0";"1";"";"1";"Kuchynské minútky";"Kuchynské minútky";"kuchynske-minutky";"";"";"Kuchynské minútky | PremiumStore.sk";"Kuchynské minútky na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"39897";"39819";"kuchynske-potreby";"0";"1";"";"1";"Kuchynské váhy";"Kuchynské váhy";"kuchynske-vahy";"";"";"Kuchynské potreby – Kuchynské váhy | PremiumStore.sk";"Kuchynské potreby – Kuchynské váhy – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"39906";"39819";"kuchynske-potreby";"0";"1";"";"1";"Otvárače na konzervy";"Otvárače na konzervy";"otvarace-na-konzervy";"";"";"Otvárače na konzervy | PremiumStore.sk";"Otvárače na konzervy v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"39933";"39819";"kuchynske-potreby";"0";"1";"";"1";"Cedníky, Lieviky, Sitá";"Cedníky, Lieviky, Sitá";"cedniky--lieviky--sita";"";"";"Cedníky, Lieviky, Sitá | PremiumStore.sk";"Cedníky, Lieviky, Sitá skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"40002";"39819";"kuchynske-potreby";"0";"1";"";"1";"Obrusy a prestieranie";"Obrusy a prestieranie";"obrusy-a-prestieranie";"";"";"Obrusy a prestieranie | PremiumStore.sk";"Obrusy a prestieranie na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"40005";"39819";"kuchynske-potreby";"0";"1";"";"1";"Kuchynské nože a nožnice";"Kuchynské nože a nožnice";"kuchynske-noze-a-noznice";"";"";"Kuchynské nože a nožnice | PremiumStore.sk";"Kuchynské nože a nožnice: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"40029";"39819";"kuchynske-potreby";"0";"1";"";"1";"Brousky na nože";"Brousky na nože";"brousky-na-noze";"";"";"Kuchynské potreby – Brousky na nože | PremiumStore.sk";"Kuchynské potreby – Brousky na nože – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"40089";"39819";"kuchynske-potreby";"0";"1";"";"1";"Vývrtky a otvárače";"Vývrtky a otvárače";"vyvrtky-a-otvarace";"";"";"Vývrtky a otvárače | PremiumStore.sk";"Vývrtky a otvárače – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"40233";"39819";"kuchynske-potreby";"0";"1";"";"1";"Valčeky na cesto";"Valčeky na cesto";"valceky-na-cesto";"";"";"Valčeky na cesto | PremiumStore.sk";"Valčeky na cesto na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"40332";"39819";"kuchynske-potreby";"0";"1";"";"1";"Lisy na potraviny";"Lisy na potraviny";"lisy-na-potraviny";"";"";"Lisy na potraviny | PremiumStore.sk";"Lisy na potraviny skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"40350";"39819";"kuchynske-potreby";"0";"1";"";"1";"Doštičky, Podložky, Krájacie dosky";"Doštičky, Podložky, Krájacie dosky";"dosticky--podlozky--krajacie-dosky";"";"";"Doštičky, Podložky, Krájacie dosky | PremiumStore.sk";"Doštičky, Podložky, Krájacie dosky – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"40404";"39819";"kuchynske-potreby";"0";"1";"";"1";"Mlynčeky na korenie";"Mlynčeky na korenie";"mlynceky-na-korenie";"";"";"Mlynčeky na korenie | PremiumStore.sk";"Mlynčeky na korenie – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"40455";"39819";"kuchynske-potreby";"0";"1";"";"1";"Chlebníky, Košíky, Košíky (ošatky)";"Chlebníky, Košíky, Košíky (ošatky)";"chlebniky--kosiky--kosiky--osatky";"";"";"Chlebníky, Košíky, Košíky (ošatky) | PremiumStore.sk";"Chlebníky, Košíky, Košíky (ošatky) – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"40527";"39819";"kuchynske-potreby";"0";"1";"";"1";"Kuchynské teplomery";"Kuchynské teplomery";"kuchynske-teplomery";"";"";"Kuchynské teplomery | PremiumStore.sk";"Kuchynské teplomery: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"40776";"39819";"kuchynske-potreby";"0";"0";"";"1";"Odkôstkovače";"Odkôstkovače";"odkostkovace";"";"";"Odkôstkovače | PremiumStore.sk";"Odkôstkovače skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"40824";"39819";"kuchynske-potreby";"0";"1";"";"1";"Varešky, Naberačky, Obracačky, Kliešte";"Varešky, Naberačky, Obracačky, Kliešte";"varesky--naberacky--obracacky--klieste";"";"";"Varešky, Naberačky, Obracačky, Kliešte | PremiumStore.sk";"Varešky, Naberačky, Obracačky, Kliešte na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"40890";"39819";"kuchynske-potreby";"0";"1";"";"1";"Handry, Houby, Kefy";"Handry, Houby, Kefy";"handry--houby--kefy";"";"";"Handry, Houby, Kefy | PremiumStore.sk";"Handry, Houby, Kefy – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"40893";"39819";"kuchynske-potreby";"0";"1";"";"1";"Škrabky a strúhadlá";"Škrabky a strúhadlá";"skrabky-a-struhadla";"";"";"Škrabky a strúhadlá | PremiumStore.sk";"Škrabky a strúhadlá: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"48096";"39819";"kuchynske-potreby";"0";"0";"";"1";"Krájače a porcovače";"Krájače a porcovače";"krajace-a-porcovace";"";"";"";"";
"39882";"39879";"chladnicky";"0";"1";"";"1";"Chladiace tašky a boxy";"Chladiace tašky a boxy";"chladiace-tasky-a-boxy";"";"";"Chladničky – Chladiace tašky a boxy | PremiumStore.sk";"Chladničky – Chladiace tašky a boxy – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"39930";"39879";"chladnicky";"0";"1";"";"1";"Monoklimatické chladničky";"Monoklimatické chladničky";"monoklimaticke-chladnicky";"";"";"Monoklimatické chladničky | PremiumStore.sk";"Monoklimatické chladničky na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"39936";"39879";"chladnicky";"0";"1";"";"1";"Chladničky s mraziace priehradkou";"Chladničky s mraziace priehradkou";"chladnicky-s-mraziace-priehradkou";"";"";"Chladničky s mraziace priehradkou | PremiumStore.sk";"Chladničky s mraziace priehradkou na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"39957";"39879";"chladnicky";"0";"1";"";"1";"Kombinované chladničky";"Kombinované chladničky";"kombinovane-chladnicky";"";"";"Kombinované chladničky | PremiumStore.sk";"Kombinované chladničky na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"40071";"39879";"chladnicky";"0";"1";"";"1";"Príslušenstvo k chladničkám";"Príslušenstvo k chladničkám";"prislusenstvo-k-chladnickam";"";"";"Príslušenstvo k chladničkám | PremiumStore.sk";"Príslušenstvo k chladničkám – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"40398";"39879";"chladnicky";"0";"1";"";"1";"Americké chladničky";"Americké chladničky";"americke-chladnicky";"";"";"Americké chladničky | PremiumStore.sk";"Americké chladničky v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"39927";"39924";"starostlivost-o-zdravie";"0";"1";"";"1";"Teplomery";"Teplomery";"teplomery";"";"";"Starostlivosť o zdravie – Teplomery | PremiumStore.sk";"Starostlivosť o zdravie – Teplomery v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"40164";"39924";"starostlivost-o-zdravie";"0";"1";"";"1";"Tlakomery, tonometre";"Tlakomery, tonometre";"tlakomery--tonometre";"";"";"Tlakomery, tonometre | PremiumStore.sk";"Tlakomery, tonometre v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"40458";"39924";"starostlivost-o-zdravie";"0";"1";"";"1";"Ostatné starostlivosť o zdravie";"Ostatné starostlivosť o zdravie";"ostatne-starostlivost-o-zdravie";"";"";"Ostatné starostlivosť o zdravie | PremiumStore.sk";"Ostatné starostlivosť o zdravie – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"40680";"39924";"starostlivost-o-zdravie";"0";"1";"";"1";"Inhalátory";"Inhalátory";"inhalatory";"";"";"Inhalátory | PremiumStore.sk";"Inhalátory v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"40734";"39924";"starostlivost-o-zdravie";"0";"1";"";"1";"Vložky do bot";"Vložky do bot";"vlozky-do-bot";"";"";"Vložky do bot | PremiumStore.sk";"Vložky do bot – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"39942";"39939";"mraznicky";"0";"1";"";"1";"Pultové mrazničky";"Pultové mrazničky";"pultove-mraznicky";"";"";"Pultové mrazničky | PremiumStore.sk";"Pultové mrazničky na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"40161";"39939";"mraznicky";"0";"1";"";"1";"Zásuvkové mrazničky";"Zásuvkové mrazničky";"zasuvkove-mraznicky";"";"";"Zásuvkové mrazničky | PremiumStore.sk";"Zásuvkové mrazničky – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"39960";"39957";"kombinovane-chladnicky";"0";"1";"";"1";"Chladničky s mrazákom nahoře";"Chladničky s mrazákom nahoře";"chladnicky-s-mrazakom-nahore";"";"";"Chladničky s mrazákom nahoře | PremiumStore.sk";"Chladničky s mrazákom nahoře skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"40341";"39957";"kombinovane-chladnicky";"0";"1";"";"1";"Chladničky s mrazákom dole";"Chladničky s mrazákom dole";"chladnicky-s-mrazakom-dole";"";"";"Chladničky s mrazákom dole | PremiumStore.sk";"Chladničky s mrazákom dole skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"39975";"39972";"vstavane-umyvacky-riadu";"0";"1";"";"1";"Vstavané umývačky 60 cm";"Vstavané umývačky 60 cm";"vstavane-umyvacky-60-cm";"";"";"Vstavané umývačky 60 cm | PremiumStore.sk";"Vstavané umývačky 60 cm v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"40101";"39972";"vstavane-umyvacky-riadu";"0";"1";"";"1";"Vstavané umývačky 45 cm";"Vstavané umývačky 45 cm";"vstavane-umyvacky-45-cm";"";"";"Vstavané umývačky 45 cm | PremiumStore.sk";"Vstavané umývačky 45 cm – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"39993";"39990";"vstavane-rury";"0";"1";"";"1";"Vstavané pečúce rúry";"Vstavané pečúce rúry";"vstavane-pecuce-rury";"";"";"Vstavané pečúce rúry | PremiumStore.sk";"Vstavané pečúce rúry – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"40035";"40032";"vzduchotechnika";"0";"1";"";"1";"Vykurovacie telesá";"Vykurovacie telesá";"vykurovacie-telesa";"";"";"Vykurovacie telesá | PremiumStore.sk";"Vykurovacie telesá – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"40197";"40032";"vzduchotechnika";"0";"1";"";"1";"Čističky vzduchu";"Čističky vzduchu";"cisticky-vzduchu";"";"";"Vzduchotechnika – Čističky vzduchu | PremiumStore.sk";"Vzduchotechnika – Čističky vzduchu – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"40242";"40032";"vzduchotechnika";"0";"1";"";"1";"Aroma difuzéry";"Aroma difuzéry";"aroma-difuzery";"";"";"Vzduchotechnika – Aroma difuzéry | PremiumStore.sk";"Vzduchotechnika – Aroma difuzéry v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"40428";"40032";"vzduchotechnika";"0";"1";"";"1";"Zvlhčovače vzduchu";"Zvlhčovače vzduchu";"zvlhcovace-vzduchu";"";"";"Zvlhčovače vzduchu | PremiumStore.sk";"Zvlhčovače vzduchu na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"40554";"40032";"vzduchotechnika";"0";"1";"";"1";"Odvlhčovače vzduchu";"Odvlhčovače vzduchu";"odvlhcovace-vzduchu";"";"";"Odvlhčovače vzduchu | PremiumStore.sk";"Odvlhčovače vzduchu – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
