ean;stara_url;stary_nazov;stara_kategoria;najdena_kategoria;cesta_kategorie;nova_url_kategorie;skore;pocet_zhod;istota
7332543280810;https://premiumstore.sk/electrolux-ekm-4200#19209;Electrolux EKM 4200;Malé domáce spotrebiče | Kuchynské roboty a krájače | Kuchynské roboty;Kuchynské roboty a krájače;Domáce spotrebiče > Malé spotrebiče > Kuchynské roboty a krájače;kuchynske-roboty-a-krajace;11.32;2;VYSOKA
TPSU30P35P24;https://premiumstore.sk/drzak-antenni-primy-35-mm-30-cm-pasovina#18591;Console Konzola držák antenní přímý 35 mm / 30 cm - pásovina;ws.TIPA | Audio, video, SAT | Anténní technika | Držáky, stožáry a konzoly pro antény | Držáky stožáru na antény;Anténní bleskojistky;TV, audio a video > Antény a satelity > PASIVNÍ PRVKY > Anténní bleskojistky;antenni-bleskojistky;11.79;2;VYSOKA
TPSU30P35P100;https://premiumstore.sk/drzak-antenni-primy-35-mm-30-cm-ctverec#18590;Console Konzola držák antenní přímý 35 mm / 30 cm - čtverec;Druhy | KONZOLY  STOŽÁRY  UZEMNĚNÍ | Držáky stožárů | Na stěnu stavitelné;Na stěnu stavitelné;TV, audio a video > Antény a satelity > Konzoly, stožiare, uzemnenie > Držiaky stožárů > Na stěnu stavitelné;na-stenu-stavitelne;14.92;2;VYSOKA
J6014;https://premiumstore.sk/emos-em190-s-hd-dvb-t2-h-265-hevc#17295;EMOS EM190-S HD DVB-T2 H.265/HEVC;;COMBO DVB-T2 H.265 HEVC/SAT;TV, audio a video > Antény a satelity > SET-TOP-BOXY > COMBO DVB-T2 H.265 HEVC/SAT;combo-dvb-t2-h-265-hevc-sat;20.90;3;VYSOKA
PPT35P24;https://premiumstore.sk/patka-stozaru-35-mm-dlouhy-pas#15268;Console Patka stožáru 35 mm (dlouhý pás);Druhy | KONZOLY  STOŽÁRY  UZEMNĚNÍ | Držáky stožárů | Patky;Patky;TV, audio a video > Antény a satelity > Konzoly, stožiare, uzemnenie > Držiaky stožárů > Patky;patky;15.03;2;VYSOKA
858594163274495;https://premiumstore.sk/amiko-av-kabel-pro-model-8265-tesla-te-3000#11958;AMIKO AV kabel pro model 8265+ / TESLA TE-3000;Heureka.sk | Elektronika | Počítače a notebooky | Príslušenstvo k počítačom | Káble a konektory | VGA, DVI, HDMI káble;HDMI, DVI-D, SVHS;Profesionálna audio technika > Káble, konektory a redukcie > Káble > HDMI, DVI-D, SVHS;hdmi--dvi-d--svhs;19.04;3;VYSOKA
858594163273860;https://premiumstore.sk/formuler-av-kabel-pro-prijimace#11882;Formuler AV kabel pro přijímače;Heureka.sk | Elektronika | Počítače a notebooky | Príslušenstvo k počítačom | Káble a konektory | VGA, DVI, HDMI káble;HDMI, DVI-D, SVHS;Profesionálna audio technika > Káble, konektory a redukcie > Káble > HDMI, DVI-D, SVHS;hdmi--dvi-d--svhs;19.04;3;VYSOKA
5901436726197;https://premiumstore.sk/tv-ucastnicka-snura-stinena-15m#11746;Tst Cable TV účastnická šnůra stíněná 15m;Heureka.sk | Elektronika | Počítače a notebooky | Príslušenstvo k počítačom | Káble a konektory | VGA, DVI, HDMI káble;HDMI, DVI-D, SVHS;Profesionálna audio technika > Káble, konektory a redukcie > Káble > HDMI, DVI-D, SVHS;hdmi--dvi-d--svhs;19.04;3;VYSOKA
5901436726180;https://premiumstore.sk/ucastnicka-snura-stinena-10m#11745;Oem Účastnická šnůra stíněná 10m;Heureka.sk | Elektronika | Počítače a notebooky | Príslušenstvo k počítačom | Káble a konektory | VGA, DVI, HDMI káble;HDMI, DVI-D, SVHS;Profesionálna audio technika > Káble, konektory a redukcie > Káble > HDMI, DVI-D, SVHS;hdmi--dvi-d--svhs;19.04;3;VYSOKA
4007754260076;https://premiumstore.sk/usb-180bm#10716;Monacor USB-180BM;Profi technika | Káble, konektory a redukcie | Káble | USB;Autorádiá s USB;Auto-moto > Autorádiá > Autorádiá s USB;autoradia-s-usb;11.33;2;VYSOKA
4007754247497;https://premiumstore.sk/sma-174edg-jp#10164;Monacor SMA-174EDG/JP;Profi technika | Náradia, Do It Yourself, napájanie, meracia technika | Meracie prístroje | Meracie káble a konektory;Meracie káble a konektory;Profesionálna audio technika > Náradia, Do It Yourself, napájanie, meracia technika > Meracie prístroje > Meracie káble a konektory;meracie-kable-a-konektory;14.72;3;VYSOKA
5900804114024;https://premiumstore.sk/baterie-olovena-12v-17ah-xtreme-enerwell-bezudrzbovy-akumulator#6952;Baterie olověná  12V / 17Ah XTREME / Enerwell bezúdržbový akumulátor;Energia | Akumulátory, Batérie | Olovené akumulátory 12V;12V;Fotovoltaika a energie > Akumulátory a batérie > Olovené akumulátory > 12V;12v;30.43;5;VYSOKA
5900804113980;https://premiumstore.sk/baterie-olovena-12v-7-5ah-xtreme-enerwell-bezudrzbovy-akumulator#6948;Baterie olověná  12V /  7,5Ah XTREME / Enerwell bezúdržbový akumulátor;Energia | Akumulátory, Batérie | Olovené akumulátory 12V;12V;Fotovoltaika a energie > Akumulátory a batérie > Olovené akumulátory > 12V;12v;30.43;5;VYSOKA
5900804113959;https://premiumstore.sk/baterie-olovena-12v-5-0ah-xtreme-enerwell-bezudrzbovy-akumulator#6945;Baterie olověná  12V /  5,0Ah XTREME / Enerwell bezúdržbový akumulátor;Energia | Akumulátory, Batérie | Olovené akumulátory 12V;12V;Fotovoltaika a energie > Akumulátory a batérie > Olovené akumulátory > 12V;12v;30.43;5;VYSOKA
5900804113881;https://premiumstore.sk/baterie-olovena-6v-12ah-xtreme-enerwell-bezudrzbovy-akumulator#6939;Baterie olověná   6V / 12Ah  XTREME / Enerwell bezúdržbový akumulátor;Energia | Akumulátory, Batérie | Olovené akumulátory 6V;Olovené akumulátory;Fotovoltaika a energie > Akumulátory a batérie > Olovené akumulátory;olovene-akumulatory;17.11;3;VYSOKA
5900804113874;https://premiumstore.sk/baterie-olovena-6v-7-2ah-xtreme-enerwell-bezudrzbovy-akumulator#6938;Baterie olověná   6V /  7,2Ah  XTREME / Enerwell bezúdržbový akumulátor;Energia | Akumulátory, Batérie | Olovené akumulátory 6V;Olovené akumulátory;Fotovoltaika a energie > Akumulátory a batérie > Olovené akumulátory;olovene-akumulatory;17.11;3;VYSOKA
N1015;https://premiumstore.sk/emos-n1015-nabijecka-autobaterii-6-12v-0-8a#6929;EMOS N1015 nabíječka autobaterií 6/12V 0,8A;Energia | Nabíjačky akumulátorov;Nabíjačky autobaterií;Fotovoltaika a energie > Nabíjačky > Nabíjačky autobaterií;nabijacky-autobaterii;13.32;2;VYSOKA
*B9679;https://premiumstore.sk/baterie-olovena-12v-5ah-emos-bezudrzbovy-akumulator-faston-6-3mm#6894;Baterie olověná  12V /  5Ah  EMOS bezúdržbový akumulátor faston 6,3mm;Energia | Akumulátory, Batérie | Olovené akumulátory 12V;12V;Fotovoltaika a energie > Akumulátory a batérie > Olovené akumulátory > 12V;12v;30.43;5;VYSOKA
*N1014;https://premiumstore.sk/emos-n1014-nabijecka-autobaterii-6-12v-4a#6871;EMOS N1014 nabíječka autobaterií 6/12V 4A;Energia | Nabíjačky akumulátorov;Nabíjačky autobaterií;Fotovoltaika a energie > Nabíjačky > Nabíjačky autobaterií;nabijacky-autobaterii;13.32;2;VYSOKA
*B9685;https://premiumstore.sk/baterie-olovena-12v-65ah-emos-bezudrzbovy-akumulator-m8#6853;Baterie olověná  12V / 65Ah  EMOS bezúdržbový akumulátor M8;Energia | Akumulátory, Batérie | Olovené akumulátory 12V;12V;Fotovoltaika a energie > Akumulátory a batérie > Olovené akumulátory > 12V;12v;30.43;5;VYSOKA
*B9684;https://premiumstore.sk/baterie-olovena-12v-40ah-emos-bezudrzbovy-akumulator-m6#6852;Baterie olověná  12V / 40Ah  EMOS bezúdržbový akumulátor M6;Energia | Akumulátory, Batérie | Olovené akumulátory 12V;12V;Fotovoltaika a energie > Akumulátory a batérie > Olovené akumulátory > 12V;12v;30.43;5;VYSOKA
*B9683;https://premiumstore.sk/baterie-olovena-12v-26ah-emos-bezudrzbovy-akumulator-l2#6851;Baterie olověná  12V / 26Ah  EMOS bezúdržbový akumulátor L2;Energia | Akumulátory, Batérie | Olovené akumulátory 12V;12V;Fotovoltaika a energie > Akumulátory a batérie > Olovené akumulátory > 12V;12v;30.43;5;VYSOKA
*B9675;https://premiumstore.sk/baterie-olovena-12v-9ah-emos-bezudrzbovy-akumulator-faston-6-3mm#6848;Baterie olověná  12V /  9Ah  EMOS bezúdržbový akumulátor faston 6,3mm;Energia | Akumulátory, Batérie | Olovené akumulátory 12V;12V;Fotovoltaika a energie > Akumulátory a batérie > Olovené akumulátory > 12V;12v;30.43;5;VYSOKA
*B9674;https://premiumstore.sk/baterie-olovena-12v-7-2ah-emos-bezudrzbovy-akumulator-faston-6-3-mm#6847;Baterie olověná  12V /  7,2Ah  EMOS bezúdržbový akumulátor faston 6,3 mm;Energia | Akumulátory, Batérie | Olovené akumulátory 12V;12V;Fotovoltaika a energie > Akumulátory a batérie > Olovené akumulátory > 12V;12v;30.43;5;VYSOKA
*B9672;https://premiumstore.sk/baterie-olovena-12v-2-2ah-emos-bezudrzbovy-akumulator#6846;Baterie olověná  12V /  2,2Ah  EMOS bezúdržbový akumulátor;Energia | Akumulátory, Batérie | Olovené akumulátory 12V;12V;Fotovoltaika a energie > Akumulátory a batérie > Olovené akumulátory > 12V;12v;30.43;5;VYSOKA
*B9655;https://premiumstore.sk/baterie-olovena-12v-18ah-emos-bezudrzbovy-akumulator#6845;Baterie olověná  12V / 18Ah  EMOS bezúdržbový akumulátor;Energia | Akumulátory, Batérie | Olovené akumulátory 12V;12V;Fotovoltaika a energie > Akumulátory a batérie > Olovené akumulátory > 12V;12v;30.43;5;VYSOKA
*B9656;https://premiumstore.sk/baterie-olovena-12v-12ah-emos-bezudrzbovy-akumulator#6844;Baterie olověná  12V / 12Ah  EMOS bezúdržbový akumulátor;Energia | Akumulátory, Batérie | Olovené akumulátory 12V;12V;Fotovoltaika a energie > Akumulátory a batérie > Olovené akumulátory > 12V;12v;30.43;5;VYSOKA
*B9654;https://premiumstore.sk/baterie-olovena-12v-7-2ah-emos-bezudrzbovy-akumulator-faston-4-7-mm#6843;Baterie olověná  12V /  7,2Ah  EMOS bezúdržbový akumulátor faston 4,7 mm;Energia | Akumulátory, Batérie | Olovené akumulátory 12V;12V;Fotovoltaika a energie > Akumulátory a batérie > Olovené akumulátory > 12V;12v;30.43;5;VYSOKA
*B9653;https://premiumstore.sk/baterie-olovena-12v-4-5ah-emos-bezudrzbovy-akumulator#6842;Baterie olověná  12V /  4,5Ah  EMOS bezúdržbový akumulátor;Energia | Akumulátory, Batérie | Olovené akumulátory 12V;12V;Fotovoltaika a energie > Akumulátory a batérie > Olovené akumulátory > 12V;12v;30.43;5;VYSOKA
*B9659;https://premiumstore.sk/baterie-olovena-6v-7ah-emos#6841;Baterie olověná   6V /  7Ah  EMOS;Energia | Akumulátory, Batérie | Olovené akumulátory 6V;Olovené akumulátory;Fotovoltaika a energie > Akumulátory a batérie > Olovené akumulátory;olovene-akumulatory;17.11;3;VYSOKA
*B9651;https://premiumstore.sk/baterie-olovena-6v-1-3ah-emos-1201000500#6840;Baterie olověná   6V /  1,3Ah  EMOS 1201000500;Energia | Akumulátory, Batérie | Olovené akumulátory 6V;Olovené akumulátory;Fotovoltaika a energie > Akumulátory a batérie > Olovené akumulátory;olovene-akumulatory;17.11;3;VYSOKA
5453001045580;https://premiumstore.sk/inverto-red-extended-singl-lnb-0-3-db#6641;INVERTO RED Extended Singl LNB 0,3 dB;;Singl 1 TV;TV, audio a video > Antény a satelity > LNB konvertory > Singl 1 TV;singl-1-tv;14.59;2;VYSOKA
5901890035231;https://premiumstore.sk/spojka-hdmi-zdirka-hdmi-zdirka#6170;Ostatní Spojka HDMI zdířka - HDMI zdířka;Heureka.sk | Elektronika | Počítače a notebooky | Príslušenstvo k počítačom | Káble a konektory | VGA, DVI, HDMI káble;HDMI, DVI-D, SVHS;Profesionálna audio technika > Káble, konektory a redukcie > Káble > HDMI, DVI-D, SVHS;hdmi--dvi-d--svhs;32.56;5;VYSOKA
8595225218375;https://premiumstore.sk/konzola-pro-antenu-wifi-na-plastove-okno#5991;Console Konzola pro anténu / WIFI na plastové okno;;Konzoly na plastové okno;TV, audio a video > Antény a satelity > Konzoly, stožiare, uzemnenie > Konzoly na plastové okno;konzoly-na-plastove-okno;15.03;2;VYSOKA
DT35RP24S;https://premiumstore.sk/konzola-na-stozar-35-mm-velka#5957;Console Konzola na stožár 35 mm velká;ws.TIPA | Audio, video, SAT | Anténní technika | Držáky, stožáry a konzoly pro antény | Držáky stožáru na antény;Na stožár (vertikální);TV, audio a video > Antény a satelity > Konzoly, stožiare, uzemnenie > Konzoly sa třmenem > Na stožár (vertikální);na-stozar--vertikalni;11.79;2;VYSOKA
*K0141;https://premiumstore.sk/ochrana-konektoru-rj45-cerna-baleni-20-kusu#5455;Emos Ochrana konektoru RJ45 černá balení 20 kusů;Druhy | ELEKTRO | Počítače a příslušenství | Síťové prvky | Konektory, zásuvky;Konektory, zásuvky;TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > Konektory, zásuvky;konektory--zasuvky;9.51;2;VYSOKA
8594163274044;https://premiumstore.sk/zircon-dalkovy-ovladac-econ-smart-baterie-aaa#3435;Zircon dálkový ovládač econ/smART - baterie AAA;;AAA mikrotužkové;Fotovoltaika a energie > Akumulátory a batérie > AAA mikrotužkové;aaa-mikrotuzkove;12.85;2;VYSOKA
