date,product_card_id,on_bidded_position,satellite_name,click_source,shop_item_id,shop_item_name,portal_category_id,portal_category_name,portal_category_tree,visits_total,visits_free,visits_bidded,visits_not_bidded,costs_with_vat_total,costs_with_vat_bidded,costs_with_vat_not_bidded,costs_without_vat_total,costs_without_vat_bidded,costs_without_vat_not_bidded,orders_total,orders_free,orders_bidded,orders_not_bidded,revenue_total,revenue_free,revenue_bidded,revenue_not_bidded
2026-08-17,817952680,false,,product_detail,084602,3D tlačiareň Qidi Q2,5632,3D tlačiarne,Elektronika>Počítače a notebooky>Tlačiarne a príslušenstvo>3D tlačiarne,1,0,0,1,0.485,0,0.485,0.401,0,0.401,0,0,0,0,0,0,0,0
2026-08-17,200211451,false,,product_detail,BAS_BASYS-BD_717525,beyerdynamic Amiron Home high-end stereo headphones,709,Slúchadlá,"Elektronika>TV, audio, video>Slúchadlá",1,0,0,1,0.416,0,0.416,0.344,0,0.344,0,0,0,0,0,0,0,0
2026-08-17,742949273,false,,product_detail,054659,IMOU Memory card Samsung EVO Plus microSD 2021 64GB (MB-MC64KA),822,Pamäťové karty,Elektronika>Počítače a notebooky>Príslušenstvo k počítačom>Pamäťové karty,1,0,0,1,0.14,0,0.14,0.116,0,0.116,0,0,0,0,0,0,0,0
2026-08-17,756926375,false,,product_detail,KB_100002193627,Roborock F25,5411,Podlahové umývacie stroje,"Dielňa, stavba, záhrada>Dielňa>Dielenské vybavenie>Upratovacia technika>Podlahové umývacie stroje",3,0,0,3,2.526,0,2.526,2.088,0,2.088,0,0,0,0,0,0,0,0
2026-08-17,651522519,false,,product_detail,KB_100002066448,ETA 745390000,943,Vysávače,Domáce a osobné spotrebiče>Spotrebiče na upratovanie>Vysávače,1,0,0,1,0.49,0,0.49,0.405,0,0.405,0,0,0,0,0,0,0,0
2026-08-17,366498278,false,,product_detail,SOL_PS08,"Solight predlžovací prívod - spojka, 1 zásuvka, 30 m, 3 x 1,5mm2, oranžová",2838,Predlžovacie káble,"Elektronika>TV, audio, video>Príslušenstvo k TV, audio-video>Príslušenstvo k TV>Predlžovacie káble",1,0,0,1,0.237,0,0.237,0.196,0,0.196,0,0,0,0,0,0,0,0
2026-08-17,842876793,false,,product_detail,AT_ATO-04280482,"Trina Solar Solární sestava ostrovní TRINA 1820Wp, LiFePO4 VTAC 51,2V 100Ah, měnič 48V/230VAC 5500W",6891,Solárne zostavy,"Dielňa, stavba, záhrada>Stavba>Fotovoltaika>Solárne zostavy",1,0,0,1,0.175,0,0.175,0.145,0,0.145,0,0,0,0,0,0,0,0
2026-08-17,702462086,false,,product_detail,056094,Počítačová skriňa Darkflash DS900 AIR (čierna),775,PC skrine,Elektronika>Počítače a notebooky>Počítačové komponenty>PC skrine,1,0,0,1,0.182,0,0.182,0.15,0,0.15,0,0,0,0,0,0,0,0
2026-08-17,747730521,false,,product_detail,072300,Anycubic Photon Mono 4 3D printer,5632,3D tlačiarne,Elektronika>Počítače a notebooky>Tlačiarne a príslušenstvo>3D tlačiarne,1,0,0,1,0.277,0,0.277,0.229,0,0.229,0,0,0,0,0,0,0,0
2026-08-17,719003057,false,,product_detail,SOL_5B323,"Solight vstavaná podlahová dvojzásuvka, IP55, okrúhle viečko",3935,Zásuvky,"Dielňa, stavba, záhrada>Stavba>Elektromateriály>Elektroinštalačný materiál>Zásuvky, vypínače, termostaty>Zásuvky",1,0,0,1,0.294,0,0.294,0.243,0,0.243,0,0,0,0,0,0,0,0
2026-08-17,823784243,false,,product_detail,084364,Tablet HOTWAV TAB R9 Plus (červený),3021,Tablety,"Elektronika>Mobily, tablety, nositeľná elektronika>Tablety a čítačky>Tablety",1,0,0,1,0.342,0,0.342,0.283,0,0.283,0,0,0,0,0,0,0,0
2026-08-17,828344118,false,,product_detail,083118,"FunWater SUP paddleboard SUPFW07A 3,2m (modrý)",4782,Paddleboardy,Šport a outdoor>Športy>Vodné športy>Paddleboardy,1,0,0,1,0.273,0,0.273,0.226,0,0.226,0,0,0,0,0,0,0,0
2026-08-17,603383048,false,,product_detail,037078,Digitálny univerzálny multimeter Habotest HT113,3762,Ampermetre a voltmetre,"Dielňa, stavba, záhrada>Stavba>Stavebná technika a náradie>Meradlá a meracie prístroje>Meranie napätia>Ampermetre a voltmetre",1,0,0,1,0.09,0,0.09,0.074,0,0.074,0,0,0,0,0,0,0,0
2026-08-17,560731467,false,,product_detail,AT_HD-G909,"Solární regulátor MPPT Lumiax MT1050EU, 12V/10A",6897,Solárne regulátory,"Dielňa, stavba, záhrada>Stavba>Fotovoltaika>Solárne regulátory",1,0,0,1,0.339,0,0.339,0.28,0,0.28,0,0,0,0,0,0,0,0
2026-08-17,753512084,false,,product_detail,KB_100002135103,Gorenje F49CPW,959,Mrazničky,Veľké spotrebiče>Spotrebiče do kuchyne>Chladenie a mrazenie>Mrazničky,1,0,0,1,0.403,0,0.403,0.333,0,0.333,0,0,0,0,0,0,0,0
2026-08-17,835421312,false,,product_detail,083106,Cycplus AS200 TB2 TOPUMP – mini pumpa na bicykel,1230,Pumpy na bicykel,Šport a outdoor>Športy>Cyklistika>Náradie na bicykel a údržba>Pumpy na bicykel,1,0,0,1,0.122,0,0.122,0.101,0,0.101,0,0,0,0,0,0,0,0
2026-08-17,724426509,false,,product_detail,AT_LEC-TSA5007,Chladící box TEESA TSA5007 25L DC12/24V AC 230V -22°C,1042,Prenosné chladničky,Veľké spotrebiče>Spotrebiče do kuchyne>Chladenie a mrazenie>Prenosné chladničky,1,0,0,1,0.54,0,0.54,0.446,0,0.446,0,0,0,0,0,0,0,0
2026-08-17,823811847,false,,product_detail,082910,Počítačová skriňa DarkFlash DS950V s displejom (biela) + 6 ventilátorov,775,PC skrine,Elektronika>Počítače a notebooky>Počítačové komponenty>PC skrine,1,0,0,1,0.24,0,0.24,0.198,0,0.198,0,0,0,0,0,0,0,0
2026-08-17,757804116,false,,product_detail,KB_100002131615,Rowenta RO3725EA,943,Vysávače,Domáce a osobné spotrebiče>Spotrebiče na upratovanie>Vysávače,1,0,0,1,0.368,0,0.368,0.304,0,0.304,0,0,0,0,0,0,0,0
2026-08-17,642186833,false,,product_detail,082267,Diagnostický skener OBDeleven 2 Ultimate,4467,Autodiagnostiky,Auto-moto>Všetko pre autá>Elektronika do auta>Autodiagnostiky,1,0,0,1,0.369,0,0.369,0.305,0,0.305,0,0,0,0,0,0,0,0
2026-08-17,762429541,false,,search,KB_100001517420,Gaggia Classic E24 černá,6708,Pákové kávovary,Domáce a osobné spotrebiče>Kuchynské spotrebiče>Príprava nápojov>Kávovary a príprava kávy>Pákové kávovary,1,0,0,1,0.837,0,0.837,0.692,0,0.692,0,0,0,0,0,0,0,0
2026-08-17,739415099,false,,product_detail,070643,TELESIN buoyancy mount for GoPro 8 / 9 / 10 / 11 / 12 / 13,6752,Držiaky ku kamerám,"Elektronika>Foto, kamery, optika>Príslušenstvo ku kamerám>Držiaky ku kamerám",1,0,0,1,0.122,0,0.122,0.101,0,0.101,0,0,0,0,0,0,0,0
2026-08-17,842873114,false,,product_detail,KB_100002202660,Tefal INGENIO Expertise pánev 22 cm,1201,Panvice,Bývanie a doplnky>Bytové doplnky>Doplnky do kuchyne>Varenie>Panvice,1,0,0,1,0.265,0,0.265,0.219,0,0.219,0,0,0,0,0,0,0,0
2026-08-17,829471566,false,,product_detail,085720,Webová kamera EMEET SmartCam S600L,766,Webkamery,Elektronika>Počítače a notebooky>Príslušenstvo k počítačom>Webkamery,1,0,0,1,0.223,0,0.223,0.184,0,0.184,0,0,0,0,0,0,0,0
2026-08-17,829877460,false,,product_detail,083124,"FunWater SUP paddleboard SUPFW01A 3,35m (modrý)",4782,Paddleboardy,Šport a outdoor>Športy>Vodné športy>Paddleboardy,5,0,0,5,1.45,0,1.45,1.2,0,1.2,0,0,0,0,0,0,0,0
2026-08-17,826936192,false,,product_detail,AT_LEC-TSA6005,"Chladící box TEESA TSA6005 50l, 12V/24V/230V/baterie, kola, kompresor, mražení, Bluetooth",1042,Prenosné chladničky,Veľké spotrebiče>Spotrebiče do kuchyne>Chladenie a mrazenie>Prenosné chladničky,1,0,0,1,0.613,0,0.613,0.507,0,0.507,0,0,0,0,0,0,0,0
2026-08-17,392248202,false,,product_detail,BAS_BASYS-TA_000-C2B01,Tannoy GOLD 5 powered studio monitor,705,Reprosústavy a reproduktory,"Elektronika>TV, audio, video>Reproduktory, soundbary>Reprosústavy a reproduktory",1,0,0,1,0.26,0,0.26,0.215,0,0.215,0,0,0,0,0,0,0,0
2026-08-17,842872667,false,,search,KB_100002141556,TCL NXTPAPER 14 Gray,3021,Tablety,"Elektronika>Mobily, tablety, nositeľná elektronika>Tablety a čítačky>Tablety",1,0,0,1,0.424,0,0.424,0.35,0,0.35,0,0,0,0,0,0,0,0
2026-08-17,691060366,false,,product_detail,KB_100002100821,JBL Partybox Club 120,5948,Bluetooth reproduktory,"Elektronika>TV, audio, video>Reproduktory, soundbary>Bluetooth reproduktory",3,0,0,3,1.143,0,1.143,0.945,0,0.945,0,0,0,0,0,0,0,0
2026-08-17,839662618,false,,product_detail,080670,VITURE XR Luma Ultra,4939,Inteligentné okuliare,Elektronika>Inteligentná domácnosť>Wearables>Inteligentné okuliare,3,0,0,3,1.572,0,1.572,1.299,0,1.299,0,0,0,0,0,0,0,0
2026-08-17,682143837,false,,product_detail,KB_100002079522,LENOVO adaptér TAB 68W AC USB ZG38C05739,738,Nabíjačky pre mobilné telefóny,"Elektronika>Mobily, tablety, nositeľná elektronika>Príslušenstvo k mobilom>Batérie a nabíjačky pre mobily>Nabíjačky pre mobilné telefóny",1,0,0,1,0.14,0,0.14,0.116,0,0.116,0,0,0,0,0,0,0,0
2026-08-17,795264391,false,,product_detail,079610,"Smartring Colmi R10 18,3MM 8 (čierny)",7432,Inteligentné prstene,Elektronika>Inteligentná domácnosť>Wearables>Inteligentné prstene,1,0,0,1,0.168,0,0.168,0.139,0,0.139,0,0,0,0,0,0,0,0
2026-08-17,669628069,false,,product_detail,KB_100002067419,Guzzanti GZ 256A,1041,Chladničky,Veľké spotrebiče>Spotrebiče do kuchyne>Chladenie a mrazenie>Chladničky,1,0,0,1,0.509,0,0.509,0.421,0,0.421,0,0,0,0,0,0,0,0
2026-08-17,829471567,false,,product_detail,085696,Webová kamera EMEET SmartCam C950,766,Webkamery,Elektronika>Počítače a notebooky>Príslušenstvo k počítačom>Webkamery,1,0,0,1,0.14,0,0.14,0.116,0,0.116,0,0,0,0,0,0,0,0
2026-08-17,465366333,false,,product_detail,045428,Slúchadlá Oneodio Pro30 (strieborné),709,Slúchadlá,"Elektronika>TV, audio, video>Slúchadlá",1,0,0,1,0.183,0,0.183,0.151,0,0.151,0,0,0,0,0,0,0,0
2026-08-17,841303888,false,,product_detail,AT_LEC-KM1304-1,TV držák Kruger & Matz KM1304-1 (32-45'' 35kg) černý,5241,Držiaky a stojany na TV a monitory,"Elektronika>TV, audio, video>Príslušenstvo k TV, audio-video>Príslušenstvo k TV>Držiaky a stolíky>Držiaky a stojany na TV a monitory",1,0,0,1,0.122,0,0.122,0.101,0,0.101,0,0,0,0,0,0,0,0
2026-08-17,819049272,false,,product_detail,KB_100002202011,Gorenje NRS917E41X,1041,Chladničky,Veľké spotrebiče>Spotrebiče do kuchyne>Chladenie a mrazenie>Chladničky,3,0,0,3,1.587,0,1.587,1.311,0,1.311,0,0,0,0,0,0,0,0
2026-08-18,,false,,partner,,,,,,1,0,0,1,0.185,0,0.185,0.153,0,0.153,0,0,0,0,0,0,0,0
2026-08-18,782090972,false,,product_detail,KB_100002201645,EDIFIER T5s subwoofer hnědý,2115,Subwoofery,"Elektronika>TV, audio, video>Hi-Fi komponenty>Subwoofery",1,0,0,1,0.258,0,0.258,0.213,0,0.213,0,0,0,0,0,0,0,0
2026-08-18,795292005,false,,product_detail,079601,Inteligentné hodinky Colmi P80 (strieborné),4800,Inteligentné hodinky,"Elektronika>Mobily, tablety, nositeľná elektronika>Inteligentné hodinky",1,0,0,1,0.136,0,0.136,0.112,0,0.112,0,0,0,0,0,0,0,0
2026-08-18,693490475,false,,product_detail,065088,Cycplus M2 bicycle computer,5999,Tachometre na bicykel,Šport a outdoor>Športy>Cyklistika>Príslušenstvo na bicykel>Tachometre na bicykel,1,0,0,1,0.133,0,0.133,0.11,0,0.11,0,0,0,0,0,0,0,0
2026-08-18,765482216,false,,product_detail,KB_100002136640,Ariete Capri Citrusovač 413/CA,6539,Elektrické lisy na citrusy,Domáce a osobné spotrebiče>Kuchynské spotrebiče>Príprava jedla>Malé kuchynské spotrebiče>Vychytávky do kuchyne>Elektrické lisy na citrusy,3,0,0,3,1.032,0,1.032,0.852,0,0.852,0,0,0,0,0,0,0,0
2026-08-18,824000837,false,,product_detail,KB_100002201158,Beko B3BCNA324HS,1041,Chladničky,Veľké spotrebiče>Spotrebiče do kuchyne>Chladenie a mrazenie>Chladničky,1,0,0,1,0.586,0,0.586,0.484,0,0.484,0,0,0,0,0,0,0,0
2026-08-18,751037025,false,,product_detail,KB_100002134244,Gorenje NRR9185DABXL,1041,Chladničky,Veľké spotrebiče>Spotrebiče do kuchyne>Chladenie a mrazenie>Chladničky,2,0,0,2,1.128,0,1.128,0.932,0,0.932,0,0,0,0,0,0,0,0
2026-08-18,663876161,false,,product_detail,061008,3D Tlačiareň Creality CR-10 SE,5632,3D tlačiarne,Elektronika>Počítače a notebooky>Tlačiarne a príslušenstvo>3D tlačiarne,2,0,0,2,0.554,0,0.554,0.458,0,0.458,1,0,0,1,187.5,0,0,187.5
2026-08-18,678651853,false,,product_detail,KB_100002074756,Candy CFT610/5S/1/4U,963,Digestory,Veľké spotrebiče>Spotrebiče do kuchyne>Varenie a ohrievanie>Digestory,1,0,0,1,0.339,0,0.339,0.28,0,0.28,0,0,0,0,0,0,0,0
2026-08-18,793603103,false,,product_detail,BAS_BASYS-B_890101-0100,BOSE QC Ultra Headphones 2nd Gen - Black,709,Slúchadlá,"Elektronika>TV, audio, video>Slúchadlá",1,0,0,1,0.416,0,0.416,0.344,0,0.344,0,0,0,0,0,0,0,0
2026-08-18,673539322,false,,product_detail,KB_100001143478,YAMAHA NS-P41 BLACK,705,Reprosústavy a reproduktory,"Elektronika>TV, audio, video>Reproduktory, soundbary>Reprosústavy a reproduktory",1,0,0,1,0.312,0,0.312,0.258,0,0.258,0,0,0,0,0,0,0,0
2026-08-18,563587671,false,,product_detail,KB_100002065154,JBL Boombox 3 BLACK,5948,Bluetooth reproduktory,"Elektronika>TV, audio, video>Reproduktory, soundbary>Bluetooth reproduktory",3,0,0,3,1.216,0,1.216,1.005,0,1.005,0,0,0,0,0,0,0,0
2026-08-18,705979026,false,,product_detail,KB_100002076695,GUZZANTI GZ 102A,1041,Chladničky,Veľké spotrebiče>Spotrebiče do kuchyne>Chladenie a mrazenie>Chladničky,1,0,0,1,0.422,0,0.422,0.349,0,0.349,0,0,0,0,0,0,0,0
2026-08-18,817006077,false,,product_detail,077726,Profesionálny automobilový diagnostický skener OBD2 Ancel X6,4467,Autodiagnostiky,Auto-moto>Všetko pre autá>Elektronika do auta>Autodiagnostiky,2,0,0,2,0.802,0,0.802,0.662,0,0.662,0,0,0,0,0,0,0,0
2026-08-18,779937800,false,,product_detail,082487,Bezdrôtový robot na čistenie bazénov WYBOT C2 PRO,1560,Bazénové vysávače,"Dielňa, stavba, záhrada>Bazény a doplnky>Čistenie bazénov>Bazénové vysávače",1,0,0,1,1.016,0,1.016,0.84,0,0.84,0,0,0,0,0,0,0,0
2026-08-18,140543999,false,,product_detail,KB_130282534555,YAMAHA NS-F51 BLACK 1 karton,5949,Stĺpové reproduktory,"Elektronika>TV, audio, video>Reproduktory, soundbary>Stĺpové reproduktory",1,0,0,1,0.185,0,0.185,0.153,0,0.153,0,0,0,0,0,0,0,0
2026-08-18,825757651,false,,product_detail,083705,COLMI G06 Inteligentné okuliare Čierne,4939,Inteligentné okuliare,Elektronika>Inteligentná domácnosť>Wearables>Inteligentné okuliare,1,0,0,1,0.182,0,0.182,0.15,0,0.15,0,0,0,0,0,0,0,0
2026-08-18,834409026,false,,product_detail,078875,Flytec V700 12000 mAh loďka na návnadu,8514,Zavážacie loďky,"Hobby>Rybárske potreby>Rybárske návnady, nástrahy a príslušenstvo>Zavážacie loďky",2,0,0,2,0.764,0,0.764,0.632,0,0.632,0,0,0,0,0,0,0,0
2026-08-18,705779945,false,,product_detail,019954,Puluz 20in1 sada príslušenstva pre športové kamery PKT18,6752,Držiaky ku kamerám,"Elektronika>Foto, kamery, optika>Príslušenstvo ku kamerám>Držiaky ku kamerám",1,0,0,1,0.122,0,0.122,0.101,0,0.101,0,0,0,0,0,0,0,0
2026-08-18,365111823,false,,product_detail,SOL_TE81W,"Solight meteostanica, extra veľký farebný LCD, teplota, vlhkosť, tlak, RCC, USB nabíjanie, biela",882,Meteostanice,Elektronika>Inteligentná domácnosť>Meteostanice,1,0,0,1,0.22,0,0.22,0.182,0,0.182,0,0,0,0,0,0,0,0
2026-08-18,739434051,false,,product_detail,079515,Filament ELEGOO PETG Pro (biely),6216,Tlačové struny,Elektronika>Počítače a notebooky>Tlačiarne a príslušenstvo>Náplne a farby do tlačiarní>Tlačové struny,1,0,0,1,0.106,0,0.106,0.088,0,0.088,1,0,0,1,126,0,0,126
2026-08-18,822923678,false,,product_detail,KB_100002202259,Tefal CY9441F2,4007,Elektrické hrnce,Domáce a osobné spotrebiče>Kuchynské spotrebiče>Príprava jedla>Malé kuchynské spotrebiče>Varenie a vyprážanie>Elektrické hrnce,1,0,0,1,0.816,0,0.816,0.674,0,0.674,0,0,0,0,0,0,0,0
2026-08-18,713811932,false,,product_detail,SOL_1D79,Solight vonkajšia IP kamera,1899,IP kamery,Elektronika>Počítače a notebooky>Sieťové prvky>IP kamery,2,0,0,2,0.404,0,0.404,0.334,0,0.334,0,0,0,0,0,0,0,0
2026-08-18,795547616,false,,product_detail,079098,Počítačová skriňa Darkflash M305 bez ventilátorov (čierna),775,PC skrine,Elektronika>Počítače a notebooky>Počítačové komponenty>PC skrine,1,0,0,1,0.14,0,0.14,0.116,0,0.116,0,0,0,0,0,0,0,0
2026-08-18,834945226,false,,product_detail,078877,Flytec V801 5200mah návnada loď,8514,Zavážacie loďky,"Hobby>Rybárske potreby>Rybárske návnady, nástrahy a príslušenstvo>Zavážacie loďky",7,0,0,7,2.674,0,2.674,2.212,0,2.212,0,0,0,0,0,0,0,0
2026-08-18,790114481,false,,product_detail,077963,"Čelová baterka Superfire TH06, 600 lm, USB-C",2378,Čelovky,Šport a outdoor>Outdoorové vybavenie>Čelovky a svietidlá>Čelovky,1,0,0,1,0.057,0,0.057,0.047,0,0.047,0,0,0,0,0,0,0,0
2026-08-18,728716887,false,,product_detail,077140,Laserový gravír XTOOL M1 Ultra 20 W 4 v 1 – súprava Deluxe V1.0,1898,Plotre,Elektronika>Počítače a notebooky>Tlačiarne a príslušenstvo>Plotre,1,0,0,1,0.662,0,0.662,0.547,0,0.547,0,0,0,0,0,0,0,0
2026-08-18,737322976,false,,product_detail,KB_100002126960,Indesit BTW S50400 EU/N,962,Práčky,Veľké spotrebiče>Práčky a sušičky>Práčky,2,0,0,2,0.998,0,0.998,0.824,0,0.824,0,0,0,0,0,0,0,0
2026-08-18,301703972,false,,product_detail,KB_100002074529,Leifheit Mop na podlahu Easy Spray XL,3693,Mopy a upratovacie súpravy,Drogéria>Upratovacie pomôcky>Mopy a upratovacie súpravy,1,0,0,1,0.368,0,0.368,0.304,0,0.304,0,0,0,0,0,0,0,0
2026-08-18,785449460,false,,product_detail,082886,"Cyklocomputer Cycplus M3 - kompatibilný s: Strava, Trainingpeaks atď.",5999,Tachometre na bicykel,Šport a outdoor>Športy>Cyklistika>Príslušenstvo na bicykel>Tachometre na bicykel,1,0,0,1,0.162,0,0.162,0.134,0,0.134,0,0,0,0,0,0,0,0
2026-08-18,683897478,false,,product_detail,KB_100002202240,Leifheit Žehlicí prkno Classic M Black,3000,Žehliace dosky,Bývanie a doplnky>Domáce potreby a upratovanie>Pranie a žehlenie>Žehliace dosky,1,0,0,1,0.304,0,0.304,0.251,0,0.251,0,0,0,0,0,0,0,0
2026-08-18,702366308,false,,product_detail,065295,Kamera Insta360 X4,6021,Športové kamery,"Elektronika>Foto, kamery, optika>Foto a kamery>Športové kamery",1,0,0,1,0.415,0,0.415,0.343,0,0.343,0,0,0,0,0,0,0,0
2026-08-18,794131201,false,,product_detail,077951,Creality Falcon 2 Pro S 22W laserový gravírovací stroj,8450,Gravírovacie stroje,Elektronika>Počítače a notebooky>Tlačiarne a príslušenstvo>Gravírovacie stroje,2,0,0,2,1.092,0,1.092,0.902,0,0.902,0,0,0,0,0,0,0,0
2026-08-18,779762754,false,,product_detail,077697,Bezdrôtový robot na čistenie bazénov WYBOT C2 Pro Vision,1560,Bazénové vysávače,"Dielňa, stavba, záhrada>Bazény a doplnky>Čistenie bazénov>Bazénové vysávače",1,0,0,1,1.05,0,1.05,0.868,0,0.868,0,0,0,0,0,0,0,0
2026-08-18,842875710,false,,search,MON_PA-1200IRD,Monacor PA-1200IRD Internet radio DAB+/FM RDS tuner insertion with BT and USB interface,805,Zosilňovače,"Elektronika>TV, audio, video>Hi-Fi komponenty>Zosilňovače",1,0,0,1,0.454,0,0.454,0.375,0,0.375,0,0,0,0,0,0,0,0
2026-08-18,599555246,false,,product_detail,AT_ATO-ZAB0016,Hoverboard Rebel Cruiser Black,5089,Hoverboardy,Šport a outdoor>Športy>Ostatné športy>Elektrovozidlá>Hoverboardy,1,0,0,1,0.301,0,0.301,0.249,0,0.249,0,0,0,0,0,0,0,0
2026-08-18,659253556,false,,product_detail,BAS_BASYS-B_884367-0900,"Bose QuietComfort Headphones Club SC - Bluetooth slúchadlá s potlačením okolitého hluku, čierne",709,Slúchadlá,"Elektronika>TV, audio, video>Slúchadlá",2,0,0,2,0.684,0,0.684,0.566,0,0.566,0,0,0,0,0,0,0,0
2026-08-18,741428313,false,,product_detail,069049,Reproduktory Edifier MR3 2.0 (biele),705,Reprosústavy a reproduktory,"Elektronika>TV, audio, video>Reproduktory, soundbary>Reprosústavy a reproduktory",2,0,0,2,0.372,0,0.372,0.308,0,0.308,0,0,0,0,0,0,0,0
2026-08-18,819057793,false,,product_detail,KB_100002201377,Gorenje RK58DPB4I,1041,Chladničky,Veľké spotrebiče>Spotrebiče do kuchyne>Chladenie a mrazenie>Chladničky,1,0,0,1,0.473,0,0.473,0.391,0,0.391,0,0,0,0,0,0,0,0
2026-08-18,691060367,false,,product_detail,KB_100002100822,JBL Partybox Stage 320,5948,Bluetooth reproduktory,"Elektronika>TV, audio, video>Reproduktory, soundbary>Bluetooth reproduktory",3,0,0,3,1.489,0,1.489,1.23,0,1.23,1,0,0,1,857,0,0,857
2026-08-18,723325375,false,,product_detail,069409,"Uperfect Ubegin B5 15.6"" 1920x1080 60Hz Portable Monitor",816,Monitory,Elektronika>Počítače a notebooky>Monitory,1,0,0,1,0.184,0,0.184,0.152,0,0.152,0,0,0,0,0,0,0,0
2026-08-18,842918726,false,,product_detail,AT_MMCHB4KPRO,"Homatics Box 4K Pro V2 AI-SR Google TV (USB 2.0, USB-C, 4GB RAM, 64GB FLASH)",719,Multimediálne centrá,"Elektronika>TV, audio, video>Videoprehrávače a rekordéry>Multimediálne centrá",1,0,0,1,0.277,0,0.277,0.229,0,0.229,0,0,0,0,0,0,0,0
2026-08-18,159252218,false,,product_detail,KB_100000474543,BWT náhradní filtry Mg2+ 6ks,8372,Filtračné patróny,Domáce a osobné spotrebiče>Kuchynské spotrebiče>Filtrácia vody>Filtračné patróny,1,0,0,1,0.242,0,0.242,0.2,0,0.2,0,0,0,0,0,0,0,0
2026-08-18,755759103,false,,product_detail,078878,Flytec V801 12000mah návnada loď,8514,Zavážacie loďky,"Hobby>Rybárske potreby>Rybárske návnady, nástrahy a príslušenstvo>Zavážacie loďky",6,0,0,6,2.292,0,2.292,1.896,0,1.896,0,0,0,0,0,0,0,0
2026-08-18,719116325,false,,product_detail,063462,Mikrofón Maono DGM20 (biely),5898,Počítačové mikrofóny,Elektronika>Počítače a notebooky>Príslušenstvo k počítačom>Počítačové mikrofóny,1,0,0,1,0.168,0,0.168,0.139,0,0.139,0,0,0,0,0,0,0,0
2026-08-18,790831221,false,,product_detail,075413,Mikrofón Maono PD300X,5898,Počítačové mikrofóny,Elektronika>Počítače a notebooky>Príslušenstvo k počítačom>Počítačové mikrofóny,1,0,0,1,0.212,0,0.212,0.175,0,0.175,0,0,0,0,0,0,0,0
2026-08-18,842877847,false,,search,AT_ITR-00018130,Pumpa kompresor pro paddleboard Trizand 25262,4782,Paddleboardy,Šport a outdoor>Športy>Vodné športy>Paddleboardy,1,0,0,1,0.171,0,0.171,0.141,0,0.141,0,0,0,0,0,0,0,0
2026-08-18,829458646,false,,product_detail,AT_LEV-85934,Dalekohled pozorovací LEVENHUK New Blaze PLUS 100,780,Ďalekohľady,"Elektronika>Foto, kamery, optika>Ďalekohľady, mikroskopy>Ďalekohľady",1,0,0,1,0.382,0,0.382,0.316,0,0.316,0,0,0,0,0,0,0,0
2026-08-18,704326912,false,,product_detail,060317,SkyRC Nabíjačka B6AC Neo,6308,Nabíjačky a batérie k RC modelom,Hračky>Detské autá a doprava>RC modely a príslušenstvo>Nabíjačky a batérie k RC modelom,1,0,0,1,0.223,0,0.223,0.184,0,0.184,0,0,0,0,0,0,0,0
2026-08-18,719161905,false,,product_detail,061673,Počítačová skriňa Darkflash Q15,775,PC skrine,Elektronika>Počítače a notebooky>Počítačové komponenty>PC skrine,1,0,0,1,0.14,0,0.14,0.116,0,0.116,0,0,0,0,0,0,0,0
2026-08-18,784880804,false,,product_detail,075490,Edifier Slúchadlá do uší NeoBuds Pro 3 TWS ANC čierne,709,Slúchadlá,"Elektronika>TV, audio, video>Slúchadlá",1,0,0,1,0.288,0,0.288,0.238,0,0.238,0,0,0,0,0,0,0,0
2026-08-18,741402051,false,,product_detail,072076,Inteligentné hodinky Colmi V73 (zlaté),4800,Inteligentné hodinky,"Elektronika>Mobily, tablety, nositeľná elektronika>Inteligentné hodinky",1,0,0,1,0.136,0,0.136,0.112,0,0.112,0,0,0,0,0,0,0,0
2026-08-18,834764909,false,,product_detail,085465,Elektrická pumpa FLEXTAIL Zero Pump 2 (čierna),1230,Pumpy na bicykel,Šport a outdoor>Športy>Cyklistika>Náradie na bicykel a údržba>Pumpy na bicykel,2,0,0,2,0.256,0,0.256,0.212,0,0.212,0,0,0,0,0,0,0,0
2026-08-18,814448918,false,,product_detail,AT_LEC-RBA-4511,"Paddleboard SUP REBEL ACTIVE RBA-4511 244x76x10, šedý",4782,Paddleboardy,Šport a outdoor>Športy>Vodné športy>Paddleboardy,1,0,0,1,0.302,0,0.302,0.25,0,0.25,0,0,0,0,0,0,0,0
2026-08-18,829471539,false,,product_detail,083091,Ultimea Skywave F40 BOOM Soundbar,5090,Soundbary,"Elektronika>TV, audio, video>Reproduktory, soundbary>Soundbary",1,0,0,1,0.296,0,0.296,0.245,0,0.245,0,0,0,0,0,0,0,0
2026-08-18,835801191,false,,product_detail,KB_100002201686,Beko B3RCNA415HXB,1041,Chladničky,Veľké spotrebiče>Spotrebiče do kuchyne>Chladenie a mrazenie>Chladničky,1,0,0,1,0.529,0,0.529,0.437,0,0.437,0,0,0,0,0,0,0,0
2026-08-18,270374680,false,,product_detail,KB_100000124700,MAXXO VM Profi,3065,Zváračky fólií a vákuovačky,Domáce a osobné spotrebiče>Kuchynské spotrebiče>Príprava jedla>Malé kuchynské spotrebiče>Vychytávky do kuchyne>Zváračky fólií a vákuovačky,1,0,0,1,0.444,0,0.444,0.367,0,0.367,0,0,0,0,0,0,0,0
